age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,tuition_monthly,financial_aid_monthly,books_supplies_monthly,total_spending,spending_margin,gmm_label,spending_category
22,Male,Sophomore,Biology,706,75,4080,874,139,183,93,41,47,136,164,109,Cash,680,12,16,2389,1671,2,Over-Spender
18,Non-binary,Junior,Economics,1102,490,5853,669,230,122,118,41,74,276,69,140,Cash,976,82,20,2617,1433,0,Balanced
22,Male,Sophomore,Engineering,1279,898,3980,471,265,148,77,68,37,132,192,157,Credit/Debit Card,663,150,13,2146,717,1,Saver
18,Male,Sophomore,Economics,1457,998,4232,957,375,139,167,141,31,196,35,55,Credit/Debit Card,705,166,28,2662,1039,1,Saver
21,Female,Freshman,Psychology,1306,37,4943,569,326,100,277,91,85,246,48,79,Cash,824,6,46,2414,1102,0,Balanced
25,Male,Sophomore,Engineering,1309,433,4563,495,309,152,290,84,99,256,37,93,Credit/Debit Card,760,72,48,2333,952,1,Saver
19,Male,Freshman,Biology,1482,705,4973,433,294,144,233,149,59,167,130,96,Credit/Debit Card,829,118,39,2340,740,1,Saver
23,Male,Sophomore,Economics,1468,333,4845,563,107,74,129,119,24,123,98,173,Mobile Payment App,808,56,22,2111,587,1,Saver
25,Female,Sophomore,Economics,869,102,3556,544,387,161,158,48,80,163,93,129,Credit/Debit Card,593,17,26,2224,1338,0,Balanced
18,Male,Junior,Economics,886,917,5448,808,155,169,150,24,60,129,127,195,Mobile Payment App,908,153,25,2600,1561,0,Balanced
19,Female,Freshman,Economics,1443,831,4289,511,190,152,108,88,61,178,146,103,Mobile Payment App,715,138,18,2162,581,1,Saver
23,Non-binary,Freshman,Biology,766,95,4782,880,254,174,238,50,48,158,157,97,Cash,797,16,40,2655,1873,2,Over-Spender
22,Non-binary,Senior,Biology,1403,31,4595,761,331,179,57,97,67,273,179,56,Cash,766,5,10,2719,1311,0,Balanced
24,Non-binary,Freshman,Engineering,1372,803,4080,432,386,184,50,65,83,248,89,61,Credit/Debit Card,680,134,8,2236,730,1,Saver
23,Non-binary,Freshman,Biology,1428,597,5495,816,332,127,271,100,22,93,163,60,Mobile Payment App,916,100,45,2674,1146,0,Balanced
19,Male,Junior,Biology,1303,60,4515,511,387,179,244,68,100,261,35,154,Cash,752,10,41,2488,1175,0,Balanced
20,Non-binary,Sophomore,Economics,572,823,5879,438,360,72,118,80,45,265,48,30,Credit/Debit Card,980,137,20,2338,1629,2,Over-Spender
23,Non-binary,Junior,Economics,558,194,4648,865,183,60,113,128,38,265,42,167,Credit/Debit Card,775,32,19,2542,1952,2,Over-Spender
23,Female,Junior,Engineering,1049,476,5972,663,116,162,52,110,21,202,86,63,Mobile Payment App,995,79,9,2427,1299,0,Balanced
18,Female,Freshman,Computer Science,923,108,3640,409,384,117,249,76,68,152,86,128,Credit/Debit Card,607,18,42,2069,1128,0,Balanced
18,Female,Freshman,Engineering,621,35,5779,558,252,109,289,82,51,98,53,100,Cash,963,6,48,2314,1687,2,Over-Spender
21,Non-binary,Junior,Economics,660,348,5689,731,123,88,89,67,64,186,39,26,Mobile Payment App,948,58,15,2287,1569,0,Balanced
21,Non-binary,Freshman,Biology,528,92,3863,899,127,184,100,21,55,195,125,134,Mobile Payment App,644,15,17,2401,1858,2,Over-Spender
23,Female,Freshman,Psychology,640,618,3719,513,195,144,275,33,63,150,192,90,Mobile Payment App,620,103,46,2046,1303,0,Balanced
18,Female,Senior,Computer Science,1427,573,4307,797,224,161,136,87,59,159,87,20,Mobile Payment App,718,96,23,2335,812,1,Saver
18,Male,Sophomore,Computer Science,527,405,4577,532,133,134,292,62,50,164,33,127,Cash,763,68,49,2047,1452,0,Balanced
25,Female,Freshman,Psychology,1295,787,4591,764,358,142,190,121,77,244,75,113,Cash,765,131,32,2691,1265,0,Balanced
23,Female,Sophomore,Economics,1219,491,5149,551,168,126,184,41,67,203,83,35,Cash,858,82,31,2163,862,1,Saver
24,Female,Senior,Engineering,959,696,3200,593,318,188,153,150,89,285,54,102,Cash,533,116,26,2338,1263,0,Balanced
18,Non-binary,Sophomore,Biology,1483,995,3770,569,328,159,103,126,92,284,193,20,Credit/Debit Card,628,166,17,2416,767,1,Saver
19,Non-binary,Sophomore,Psychology,646,986,5700,857,309,77,88,66,98,174,126,153,Mobile Payment App,950,164,15,2825,2015,2,Over-Spender
23,Male,Senior,Biology,818,353,5174,662,222,160,194,28,98,193,177,166,Credit/Debit Card,862,59,32,2600,1723,2,Over-Spender
18,Male,Senior,Engineering,1268,598,3398,483,304,119,168,34,95,261,107,172,Credit/Debit Card,566,100,28,2169,801,1,Saver
22,Non-binary,Freshman,Biology,563,345,4713,953,249,181,128,54,54,273,40,122,Mobile Payment App,786,58,21,2733,2112,2,Over-Spender
21,Male,Freshman,Psychology,1253,464,5096,404,278,178,235,58,69,89,161,101,Credit/Debit Card,849,77,39,2226,896,1,Saver
18,Non-binary,Sophomore,Engineering,791,739,5601,628,269,116,102,55,58,179,66,136,Cash,934,123,17,2458,1544,0,Balanced
22,Non-binary,Sophomore,Psychology,847,964,3374,999,375,165,172,44,51,180,30,125,Cash,562,161,29,2560,1552,0,Balanced
24,Male,Junior,Economics,668,36,5962,635,280,166,176,112,83,191,115,41,Mobile Payment App,994,6,29,2646,1972,2,Over-Spender
24,Male,Freshman,Computer Science,1022,883,3174,832,121,137,142,54,65,93,47,170,Cash,529,147,24,2072,903,1,Saver
20,Non-binary,Senior,Economics,725,704,3181,440,363,85,219,24,73,189,190,33,Cash,530,117,36,1963,1121,0,Balanced
24,Non-binary,Junior,Biology,733,144,3556,427,214,71,212,136,73,296,157,157,Credit/Debit Card,593,24,35,2159,1402,0,Balanced
18,Non-binary,Freshman,Engineering,684,745,4569,884,322,140,265,20,99,201,132,164,Mobile Payment App,762,124,44,2768,1960,2,Over-Spender
20,Male,Senior,Psychology,604,494,3326,622,216,141,54,90,98,268,56,137,Mobile Payment App,554,82,9,2191,1505,0,Balanced
23,Male,Sophomore,Engineering,1346,83,5626,799,120,125,292,140,47,62,35,74,Mobile Payment App,938,14,49,2389,1029,1,Saver
23,Non-binary,Junior,Biology,1464,750,3907,493,364,61,170,93,23,88,113,191,Credit/Debit Card,651,125,28,2105,516,1,Saver
18,Male,Sophomore,Psychology,1258,333,5189,537,370,195,195,84,57,126,125,71,Cash,865,56,32,2462,1148,0,Balanced
22,Male,Freshman,Economics,925,476,3755,718,227,80,173,70,88,185,35,43,Cash,626,79,29,2101,1097,0,Balanced
18,Male,Sophomore,Computer Science,927,880,5715,748,217,146,227,97,46,220,162,38,Mobile Payment App,952,147,38,2664,1590,0,Balanced
20,Non-binary,Freshman,Engineering,1230,967,3784,430,216,55,247,74,90,171,52,162,Mobile Payment App,631,161,41,1922,531,1,Saver
23,Non-binary,Freshman,Psychology,1437,777,5522,852,375,99,55,150,21,195,53,68,Credit/Debit Card,920,130,9,2742,1175,0,Balanced
21,Female,Sophomore,Computer Science,989,158,3913,919,377,159,152,115,40,299,58,176,Credit/Debit Card,652,26,25,2820,1805,2,Over-Spender
19,Male,Senior,Biology,910,724,5884,422,365,164,294,146,34,258,152,24,Cash,981,121,49,2595,1564,0,Balanced
18,Male,Freshman,Computer Science,1323,441,3373,701,369,60,235,44,78,276,38,139,Cash,562,74,39,2306,909,1,Saver
20,Female,Sophomore,Engineering,668,33,4067,453,243,84,283,132,72,294,50,99,Mobile Payment App,678,6,47,2152,1478,0,Balanced
25,Female,Senior,Biology,1004,465,5665,835,126,179,297,23,52,238,79,104,Credit/Debit Card,944,78,50,2630,1548,0,Balanced
21,Female,Junior,Economics,1415,561,3083,967,347,114,175,100,30,166,162,120,Credit/Debit Card,514,94,29,2549,1040,1,Saver
18,Male,Freshman,Engineering,948,739,3799,812,344,111,205,139,94,249,107,43,Credit/Debit Card,633,123,34,2566,1495,0,Balanced
21,Non-binary,Junior,Biology,1010,248,3146,972,356,170,60,67,54,77,124,100,Mobile Payment App,524,41,10,2454,1403,0,Balanced
19,Female,Sophomore,Biology,873,549,3887,423,111,120,166,116,68,255,137,30,Credit/Debit Card,648,92,28,1936,971,1,Saver
19,Female,Sophomore,Computer Science,921,148,4073,677,212,78,173,52,33,141,161,69,Cash,679,25,29,2131,1185,0,Balanced
19,Female,Freshman,Engineering,1459,285,4511,619,299,145,295,96,71,95,35,170,Mobile Payment App,752,48,49,2331,824,1,Saver
25,Male,Freshman,Biology,672,213,3980,420,362,64,290,131,53,201,102,83,Credit/Debit Card,663,36,48,2127,1419,0,Balanced
23,Non-binary,Senior,Engineering,1461,299,4335,500,120,65,112,83,41,83,54,107,Mobile Payment App,722,50,19,1794,283,1,Saver
24,Male,Senior,Psychology,1492,644,4495,468,234,76,205,58,80,159,157,66,Credit/Debit Card,749,107,34,2081,482,1,Saver
19,Male,Senior,Computer Science,627,995,5863,937,188,177,155,137,97,117,172,180,Cash,977,166,26,3008,2215,2,Over-Spender
23,Male,Freshman,Computer Science,961,87,5819,781,393,56,155,64,86,146,63,48,Mobile Payment App,970,14,26,2633,1658,2,Over-Spender
22,Male,Senior,Engineering,954,134,3455,664,332,183,227,36,69,180,45,68,Credit/Debit Card,576,22,38,2191,1215,0,Balanced
20,Non-binary,Junior,Biology,1486,958,5843,757,119,135,72,114,47,82,93,136,Mobile Payment App,974,160,12,2469,823,1,Saver
24,Female,Freshman,Psychology,1331,681,5918,949,335,125,258,94,94,171,34,127,Mobile Payment App,986,114,43,2958,1513,0,Balanced
21,Female,Senior,Computer Science,551,492,3257,930,335,59,61,41,60,59,146,151,Cash,543,82,10,2334,1701,2,Over-Spender
18,Non-binary,Senior,Biology,1352,475,5868,718,264,196,151,114,26,244,65,57,Credit/Debit Card,978,79,25,2687,1256,0,Balanced
22,Female,Senior,Engineering,1437,204,3820,497,319,161,217,23,81,67,125,149,Mobile Payment App,637,34,36,2095,624,1,Saver
25,Non-binary,Sophomore,Biology,1146,504,4965,707,295,127,114,97,30,141,63,24,Mobile Payment App,828,84,19,2331,1101,0,Balanced
21,Male,Freshman,Biology,1341,899,3133,850,364,183,262,129,26,188,94,130,Credit/Debit Card,522,150,44,2530,1039,1,Saver
25,Female,Sophomore,Biology,1331,227,5479,750,155,184,88,87,72,87,157,53,Mobile Payment App,913,38,15,2473,1104,0,Balanced
25,Male,Freshman,Computer Science,1195,845,3900,624,258,183,178,122,91,271,53,94,Mobile Payment App,650,141,30,2376,1040,1,Saver
24,Non-binary,Sophomore,Psychology,1247,269,5692,638,158,196,190,92,88,174,100,68,Cash,949,45,32,2495,1203,0,Balanced
25,Female,Senior,Biology,663,798,5418,420,389,97,282,144,84,149,123,167,Cash,903,133,47,2523,1727,2,Over-Spender
23,Female,Senior,Engineering,861,776,4227,924,143,190,208,114,82,119,172,71,Credit/Debit Card,704,129,35,2554,1564,0,Balanced
23,Male,Senior,Economics,568,340,3025,620,300,92,233,75,52,296,191,109,Credit/Debit Card,504,57,39,2278,1653,2,Over-Spender
20,Female,Senior,Psychology,802,254,4626,568,179,64,265,124,51,117,158,123,Credit/Debit Card,771,42,44,2199,1355,0,Balanced
24,Male,Freshman,Economics,821,414,5858,719,174,133,52,76,65,142,66,39,Cash,976,69,9,2399,1509,0,Balanced
19,Female,Freshman,Computer Science,1009,770,4354,511,300,189,156,150,54,270,146,46,Credit/Debit Card,726,128,26,2418,1281,0,Balanced
19,Non-binary,Junior,Computer Science,526,633,3093,940,215,109,54,31,80,193,192,42,Mobile Payment App,516,106,9,2327,1695,2,Over-Spender
22,Female,Junior,Computer Science,502,755,3717,473,153,54,53,92,50,290,144,70,Mobile Payment App,620,126,9,1955,1327,0,Balanced
19,Non-binary,Freshman,Biology,860,550,5703,503,203,171,117,29,31,87,82,196,Mobile Payment App,950,92,20,2272,1320,0,Balanced
18,Non-binary,Junior,Economics,1420,576,5141,835,168,102,277,57,47,260,86,196,Cash,857,96,46,2654,1138,0,Balanced
21,Female,Senior,Computer Science,540,931,4582,651,221,135,100,21,39,75,72,183,Mobile Payment App,764,155,17,2178,1483,0,Balanced
25,Non-binary,Freshman,Psychology,737,995,4234,562,288,62,293,103,89,281,31,162,Mobile Payment App,706,166,49,2333,1430,0,Balanced
22,Non-binary,Freshman,Psychology,503,57,3138,843,276,177,175,37,26,258,105,165,Cash,523,10,29,2439,1926,2,Over-Spender
22,Female,Freshman,Computer Science,673,972,5357,828,279,95,298,97,21,154,34,162,Mobile Payment App,893,162,50,2613,1778,2,Over-Spender
25,Female,Freshman,Psychology,681,115,5355,848,209,118,51,112,83,240,188,172,Cash,892,19,8,2870,2170,2,Over-Spender
22,Male,Freshman,Computer Science,1356,766,5387,599,347,200,238,77,65,190,72,196,Mobile Payment App,898,128,40,2684,1200,0,Balanced
25,Female,Sophomore,Computer Science,1062,390,3394,946,298,117,191,116,36,102,73,159,Credit/Debit Card,566,65,32,2445,1318,0,Balanced
18,Male,Sophomore,Economics,1399,653,3413,703,157,182,67,41,81,108,154,28,Cash,569,109,11,2034,526,1,Saver
19,Female,Junior,Engineering,1402,705,3268,715,305,134,87,100,100,228,103,144,Cash,545,118,14,2388,868,1,Saver
24,Non-binary,Sophomore,Engineering,1184,260,5610,490,376,168,183,102,73,183,85,123,Cash,935,43,30,2565,1338,0,Balanced
21,Male,Senior,Economics,743,351,3735,746,305,51,201,55,74,284,117,91,Cash,622,58,34,2379,1578,0,Balanced
25,Male,Sophomore,Biology,1384,490,3253,462,286,158,240,90,24,296,191,115,Mobile Payment App,542,82,40,2204,738,1,Saver
20,Male,Junior,Biology,997,641,4000,589,167,130,142,24,70,179,130,57,Credit/Debit Card,667,107,24,2037,933,1,Saver
24,Male,Senior,Engineering,618,109,4178,626,335,118,184,22,75,139,85,65,Credit/Debit Card,696,18,31,2192,1556,0,Balanced
25,Female,Junior,Psychology,1320,498,5329,559,236,122,262,95,61,164,108,65,Cash,888,83,44,2342,939,1,Saver
25,Male,Sophomore,Computer Science,959,522,4611,402,369,67,162,106,24,141,45,87,Cash,768,87,27,2036,990,1,Saver
20,Non-binary,Junior,Psychology,950,656,4369,916,207,97,90,42,78,284,75,48,Mobile Payment App,728,109,15,2490,1431,0,Balanced
24,Non-binary,Senior,Economics,1286,456,5916,973,263,60,108,115,22,116,63,168,Credit/Debit Card,986,76,18,2784,1422,0,Balanced
19,Non-binary,Freshman,Computer Science,893,312,4417,981,156,141,240,125,59,161,118,26,Cash,736,52,40,2543,1598,2,Over-Spender
18,Female,Freshman,Psychology,1126,891,4242,624,182,100,136,86,66,243,83,30,Cash,707,148,23,2144,870,1,Saver
22,Male,Sophomore,Biology,679,481,5466,674,180,152,147,133,58,67,130,159,Mobile Payment App,911,80,24,2488,1729,2,Over-Spender
25,Male,Freshman,Psychology,803,201,5914,859,143,173,143,142,96,170,103,30,Credit/Debit Card,986,34,24,2726,1889,2,Over-Spender
18,Female,Senior,Biology,664,115,3692,963,213,70,230,150,74,199,167,113,Credit/Debit Card,615,19,38,2602,1919,2,Over-Spender
18,Male,Senior,Computer Science,1500,777,5326,772,298,182,173,112,66,170,41,103,Cash,888,130,29,2661,1031,1,Saver
22,Male,Junior,Psychology,1005,777,5596,865,158,56,113,102,71,249,148,196,Credit/Debit Card,933,130,19,2797,1662,2,Over-Spender
22,Female,Sophomore,Biology,883,640,5515,751,243,168,240,138,20,102,55,93,Credit/Debit Card,919,107,40,2529,1539,0,Balanced
18,Non-binary,Freshman,Biology,1428,327,5183,822,118,184,209,27,50,212,89,129,Cash,864,54,35,2530,1048,1,Saver
21,Non-binary,Sophomore,Economics,906,449,3883,713,338,126,300,86,46,55,64,122,Cash,647,75,50,2247,1266,0,Balanced
18,Non-binary,Freshman,Computer Science,991,836,3317,518,315,98,82,139,94,130,145,151,Cash,553,139,14,2157,1027,1,Saver
23,Female,Freshman,Engineering,1246,754,5420,504,372,107,222,104,31,163,116,182,Mobile Payment App,903,126,37,2519,1147,0,Balanced
22,Female,Freshman,Biology,1273,10,4229,887,168,197,134,140,60,236,95,136,Credit/Debit Card,705,2,22,2646,1371,0,Balanced
22,Male,Junior,Psychology,880,184,4706,415,105,182,266,58,68,277,176,36,Credit/Debit Card,784,31,44,2145,1234,0,Balanced
24,Non-binary,Junior,Computer Science,1356,328,5658,901,369,156,284,114,76,145,119,102,Credit/Debit Card,943,55,47,2972,1561,0,Balanced
23,Female,Junior,Economics,916,927,5244,411,249,157,173,69,71,255,83,189,Credit/Debit Card,874,154,29,2387,1317,0,Balanced
18,Non-binary,Freshman,Economics,1059,668,3940,836,175,131,168,30,81,215,178,31,Credit/Debit Card,657,111,28,2362,1192,0,Balanced
24,Female,Junior,Psychology,941,203,3048,617,214,113,233,109,49,266,73,176,Credit/Debit Card,508,34,39,2164,1189,0,Balanced
24,Male,Senior,Psychology,764,521,4504,828,142,117,163,73,32,299,51,51,Mobile Payment App,751,87,27,2371,1520,0,Balanced
25,Non-binary,Sophomore,Economics,983,670,4654,613,246,126,255,146,20,59,155,197,Cash,776,112,42,2380,1285,0,Balanced
18,Non-binary,Senior,Biology,1295,263,4502,647,112,137,172,106,88,108,42,32,Mobile Payment App,750,44,29,2051,712,1,Saver
22,Female,Sophomore,Computer Science,1301,883,4856,519,141,57,99,76,70,60,116,199,Cash,809,147,16,2063,615,1,Saver
22,Non-binary,Junior,Biology,829,369,5246,702,146,88,286,144,37,268,85,191,Cash,874,62,48,2583,1692,2,Over-Spender
22,Non-binary,Sophomore,Psychology,1296,1,4574,759,147,143,56,128,72,202,49,190,Credit/Debit Card,762,0,9,2461,1165,0,Balanced
21,Male,Freshman,Biology,1278,506,3566,513,360,81,145,48,70,252,94,140,Credit/Debit Card,594,84,24,2176,814,1,Saver
18,Female,Senior,Biology,725,148,4782,643,169,164,59,137,76,207,189,42,Credit/Debit Card,797,25,10,2434,1684,2,Over-Spender
20,Male,Senior,Biology,525,41,4603,889,187,85,118,24,85,75,158,108,Cash,767,7,20,2398,1866,2,Over-Spender
25,Non-binary,Junior,Biology,1006,293,3397,583,167,74,195,22,75,77,174,107,Mobile Payment App,566,49,32,1877,822,1,Saver
20,Male,Sophomore,Biology,872,661,5328,470,220,167,249,122,47,152,51,128,Mobile Payment App,888,110,42,2287,1305,0,Balanced
20,Non-binary,Senior,Engineering,549,302,5909,409,270,66,117,61,75,278,132,30,Credit/Debit Card,985,50,20,2326,1727,2,Over-Spender
20,Non-binary,Junior,Engineering,885,380,5717,726,135,60,60,69,27,127,87,179,Cash,953,63,10,2373,1425,0,Balanced
19,Female,Senior,Computer Science,1197,772,4227,695,180,91,104,106,31,177,48,21,Mobile Payment App,704,129,17,2070,744,1,Saver
25,Male,Senior,Psychology,539,429,5598,869,209,71,106,116,41,120,149,36,Cash,933,72,18,2562,1951,2,Over-Spender
22,Male,Sophomore,Computer Science,804,911,3810,577,291,167,294,64,64,266,134,137,Cash,635,152,49,2384,1428,0,Balanced
25,Non-binary,Sophomore,Economics,1109,289,3324,946,359,123,272,88,27,141,107,125,Mobile Payment App,554,48,45,2515,1358,0,Balanced
25,Female,Senior,Computer Science,1126,771,3126,823,374,125,215,90,77,242,112,99,Credit/Debit Card,521,128,36,2499,1245,0,Balanced
22,Non-binary,Junior,Economics,849,229,5145,830,364,113,118,60,35,237,175,192,Cash,858,38,20,2884,1997,2,Over-Spender
23,Non-binary,Sophomore,Psychology,503,158,4627,696,361,121,136,141,60,95,139,72,Credit/Debit Card,771,26,23,2479,1950,2,Over-Spender
20,Male,Senior,Biology,1293,449,3734,913,324,149,134,103,86,288,131,120,Mobile Payment App,622,75,22,2758,1390,0,Balanced
20,Male,Junior,Biology,903,96,4215,502,294,77,160,96,23,87,161,73,Credit/Debit Card,702,16,27,2042,1123,0,Balanced
23,Non-binary,Junior,Psychology,1149,685,5510,503,308,171,206,144,82,109,196,60,Credit/Debit Card,918,114,34,2525,1262,0,Balanced
20,Non-binary,Freshman,Biology,1363,536,3639,536,132,137,231,107,91,208,185,72,Mobile Payment App,606,89,38,2112,660,1,Saver
19,Non-binary,Junior,Engineering,1056,959,4665,593,100,157,214,113,50,286,87,200,Cash,778,160,36,2400,1184,0,Balanced
18,Male,Senior,Engineering,1245,80,3063,836,397,136,89,110,29,155,59,186,Mobile Payment App,510,13,15,2433,1175,0,Balanced
25,Female,Senior,Computer Science,1149,387,5744,849,301,112,162,141,74,89,107,108,Mobile Payment App,957,64,27,2765,1552,0,Balanced
19,Female,Freshman,Psychology,1226,798,4066,494,350,192,159,34,52,226,136,62,Cash,678,133,26,2250,891,1,Saver
22,Non-binary,Freshman,Engineering,965,387,3983,466,205,191,116,65,61,192,96,188,Mobile Payment App,664,64,19,2147,1118,0,Balanced
21,Male,Freshman,Engineering,1338,889,4956,658,179,79,151,116,30,116,191,24,Credit/Debit Card,826,148,25,2244,758,1,Saver
20,Male,Senior,Engineering,1414,811,5141,752,186,139,170,64,46,148,31,96,Credit/Debit Card,857,135,28,2347,798,1,Saver
24,Non-binary,Junior,Psychology,1232,648,5249,485,248,52,64,94,75,280,48,46,Mobile Payment App,875,108,11,2214,874,1,Saver
18,Male,Freshman,Engineering,528,612,4015,477,286,87,93,29,76,292,175,65,Cash,669,102,16,2172,1542,0,Balanced
22,Male,Sophomore,Computer Science,1377,500,4846,482,335,133,87,33,57,161,82,98,Credit/Debit Card,808,83,14,2203,743,1,Saver
23,Non-binary,Freshman,Computer Science,1078,857,4983,887,248,152,211,52,24,180,106,130,Credit/Debit Card,830,143,35,2644,1423,0,Balanced
20,Male,Sophomore,Computer Science,766,926,5019,898,226,60,174,86,22,188,147,111,Cash,836,154,29,2603,1683,2,Over-Spender
22,Non-binary,Senior,Engineering,1289,253,4960,529,229,59,182,35,64,96,123,77,Credit/Debit Card,827,42,30,2069,738,1,Saver
21,Male,Sophomore,Economics,887,825,4948,731,309,194,60,109,86,126,177,140,Cash,825,138,10,2707,1682,2,Over-Spender
18,Male,Sophomore,Biology,1040,721,3004,919,206,81,197,48,60,159,132,70,Cash,501,120,33,2209,1049,1,Saver
21,Female,Senior,Engineering,940,973,5912,951,352,108,62,62,70,249,98,150,Credit/Debit Card,985,162,10,3035,1933,2,Over-Spender
25,Male,Sophomore,Biology,895,924,5734,489,157,94,92,21,23,261,57,113,Mobile Payment App,956,154,15,2186,1137,0,Balanced
25,Male,Sophomore,Psychology,1113,378,3901,533,201,133,156,146,61,144,81,87,Credit/Debit Card,650,63,26,2062,886,1,Saver
24,Non-binary,Freshman,Biology,982,563,5027,830,264,126,213,52,62,296,157,54,Cash,838,94,36,2715,1639,2,Over-Spender
22,Male,Freshman,Psychology,1401,392,5008,769,331,149,280,38,33,100,150,167,Credit/Debit Card,835,65,47,2619,1153,0,Balanced
18,Male,Sophomore,Psychology,772,72,5891,765,359,133,51,23,61,250,128,171,Mobile Payment App,982,12,8,2880,2096,2,Over-Spender
20,Male,Senior,Economics,912,387,3866,487,261,199,225,115,34,184,197,144,Credit/Debit Card,644,64,38,2303,1327,0,Balanced
23,Female,Sophomore,Economics,946,859,5240,409,380,179,148,81,59,101,139,96,Cash,873,143,25,2342,1253,0,Balanced
23,Non-binary,Junior,Biology,834,858,4874,565,127,102,216,119,93,143,144,82,Mobile Payment App,812,143,36,2223,1246,0,Balanced
24,Male,Freshman,Psychology,695,457,3265,438,340,77,109,63,24,201,137,82,Cash,544,76,18,1924,1153,0,Balanced
20,Male,Sophomore,Biology,1479,398,5517,854,238,93,254,118,22,143,36,67,Cash,920,66,42,2533,988,1,Saver
21,Non-binary,Sophomore,Economics,994,469,3783,415,144,172,133,41,88,284,116,199,Mobile Payment App,630,78,22,2111,1039,1,Saver
25,Female,Sophomore,Biology,843,555,5071,604,126,195,193,107,53,159,49,72,Mobile Payment App,845,92,32,2242,1307,0,Balanced
21,Non-binary,Junior,Biology,1412,671,6000,917,295,191,103,22,85,297,62,140,Mobile Payment App,1000,112,17,3026,1502,0,Balanced
22,Male,Junior,Computer Science,727,238,5354,733,325,182,155,42,81,220,199,176,Credit/Debit Card,892,40,26,2876,2109,2,Over-Spender
25,Male,Sophomore,Computer Science,622,642,4637,862,290,200,266,21,44,229,168,77,Mobile Payment App,773,107,44,2708,1979,2,Over-Spender
23,Female,Senior,Computer Science,1392,197,3161,954,287,101,168,55,52,180,135,99,Credit/Debit Card,527,33,28,2418,993,1,Saver
19,Male,Sophomore,Computer Science,1491,809,4924,792,191,144,287,81,36,223,104,186,Credit/Debit Card,821,135,48,2626,1000,1,Saver
22,Non-binary,Junior,Engineering,1038,540,4378,791,202,93,184,105,48,254,79,160,Mobile Payment App,730,90,31,2493,1365,0,Balanced
24,Female,Junior,Biology,854,501,3269,990,249,198,247,135,27,53,98,67,Mobile Payment App,545,84,41,2403,1465,0,Balanced
21,Male,Sophomore,Biology,1415,688,5211,857,254,156,275,148,54,227,119,87,Cash,868,115,46,2816,1286,0,Balanced
18,Non-binary,Senior,Economics,1136,434,4522,642,144,121,219,149,80,188,54,146,Mobile Payment App,754,72,36,2314,1106,0,Balanced
22,Non-binary,Senior,Computer Science,971,100,3645,979,163,134,50,85,86,267,193,80,Credit/Debit Card,608,17,8,2603,1615,2,Over-Spender
20,Non-binary,Senior,Economics,1115,31,5206,442,332,149,229,116,69,272,103,160,Mobile Payment App,868,5,38,2549,1429,0,Balanced
20,Non-binary,Freshman,Biology,523,279,4777,417,256,188,156,105,77,191,137,41,Cash,796,46,26,2234,1665,2,Over-Spender
24,Non-binary,Junior,Psychology,533,815,5620,850,203,166,220,91,34,235,39,138,Credit/Debit Card,937,136,37,2730,2061,2,Over-Spender
19,Female,Sophomore,Psychology,1129,832,3885,691,131,147,218,38,38,292,168,100,Cash,648,139,36,2289,1021,1,Saver
22,Non-binary,Senior,Economics,739,883,3099,900,281,111,108,121,29,161,137,46,Credit/Debit Card,516,147,18,2320,1434,0,Balanced
18,Female,Senior,Engineering,1099,423,3690,973,287,98,270,146,100,136,128,129,Mobile Payment App,615,70,45,2657,1488,0,Balanced
25,Non-binary,Junior,Psychology,610,148,5414,887,256,57,209,84,76,220,184,104,Mobile Payment App,902,25,35,2805,2170,2,Over-Spender
23,Male,Junior,Biology,1305,642,5566,844,274,120,178,28,28,179,122,73,Credit/Debit Card,928,107,30,2626,1214,0,Balanced
23,Female,Freshman,Engineering,1263,744,3369,825,141,117,135,45,39,159,158,114,Cash,562,124,22,2182,795,1,Saver
23,Female,Freshman,Engineering,656,836,3586,770,172,111,261,78,99,177,145,74,Cash,598,139,44,2268,1473,0,Balanced
22,Female,Junior,Economics,975,406,3855,752,249,93,122,125,56,181,103,50,Credit/Debit Card,642,68,20,2271,1228,0,Balanced
25,Male,Freshman,Computer Science,1459,996,4957,892,142,51,243,128,83,131,64,35,Mobile Payment App,826,166,40,2392,767,1,Saver
25,Non-binary,Junior,Biology,1302,115,3265,561,252,88,196,84,27,158,125,121,Mobile Payment App,544,19,33,1993,672,1,Saver
18,Female,Senior,Computer Science,1115,709,4745,733,262,118,197,97,79,182,32,52,Mobile Payment App,791,118,33,2379,1146,0,Balanced
24,Non-binary,Freshman,Engineering,816,658,4614,498,181,103,54,67,68,288,163,141,Mobile Payment App,769,110,9,2287,1361,0,Balanced
24,Non-binary,Freshman,Engineering,1358,32,5658,696,136,77,216,70,89,103,90,163,Mobile Payment App,943,5,36,2403,1040,1,Saver
20,Female,Junior,Psychology,1054,87,5634,998,266,170,191,137,100,175,94,81,Cash,939,14,32,2992,1924,2,Over-Spender
24,Non-binary,Freshman,Engineering,1372,208,4545,669,262,76,211,138,83,291,73,109,Credit/Debit Card,758,35,35,2494,1087,0,Balanced
24,Non-binary,Sophomore,Engineering,1101,508,3718,423,341,155,291,111,75,263,122,52,Mobile Payment App,620,85,48,2210,1024,1,Saver
