age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,tuition_monthly,financial_aid_monthly,books_supplies_monthly,total_spending,spending_ratio,spending_category
24,Male,Freshman,Computer Science,617,863,3795,837,231,152,256,41,74,221,130,106,Credit/Debit Card,632,144,43,2467,3.2417871222076213,Over-Spender
21,Non-binary,Junior,Engineering,1134,490,5864,714,370,96,199,114,82,67,190,24,Cash,977,82,33,2667,2.1932565789473686,Balanced
23,Non-binary,Sophomore,Psychology,992,242,4210,495,187,114,58,132,96,154,134,179,Mobile Payment App,702,40,10,2203,2.13468992248062,Balanced
18,Non-binary,Freshman,Economics,1408,572,4271,477,320,78,150,150,81,163,46,24,Mobile Payment App,712,95,25,2076,1.3812375249500999,Saver
21,Female,Senior,Biology,1368,940,3234,405,334,59,114,23,67,135,190,22,Mobile Payment App,539,157,19,1793,1.1757377049180329,Saver
22,Male,Senior,Economics,716,157,4056,789,358,186,216,78,74,175,169,109,Cash,676,26,36,2650,3.5714285714285716,Over-Spender
22,Non-binary,Freshman,Psychology,1224,581,5309,936,264,55,188,126,47,194,79,26,Credit/Debit Card,885,97,31,2643,2.0007570022710066,Saver
19,Non-binary,Senior,Biology,1349,788,4273,421,106,160,147,39,89,235,182,43,Cash,712,131,24,2011,1.3587837837837837,Saver
24,Female,Sophomore,Engineering,802,552,3146,724,213,95,135,103,70,267,54,123,Cash,524,92,22,2195,2.4552572706935125,Balanced
18,Female,Senior,Psychology,973,318,3600,913,375,183,178,122,94,129,66,148,Cash,600,53,30,2660,2.5925925925925926,Balanced
19,Female,Senior,Engineering,736,660,5945,478,342,75,279,43,49,107,94,57,Mobile Payment App,991,110,46,2282,2.6973995271867612,Over-Spender
22,Male,Senior,Engineering,571,498,3897,648,181,56,275,86,57,287,79,110,Mobile Payment App,650,83,46,2200,3.363914373088685,Over-Spender
25,Female,Sophomore,Engineering,833,56,3133,615,147,90,201,81,30,148,42,121,Cash,522,9,34,1830,2.173396674584323,Balanced
22,Female,Freshman,Computer Science,713,382,4116,592,329,120,269,46,53,230,57,153,Credit/Debit Card,686,64,45,2311,2.9742599742599745,Over-Spender
20,Male,Junior,Economics,1268,475,5900,661,264,157,258,52,38,167,174,44,Cash,983,79,43,2583,1.9175946547884186,Saver
19,Non-binary,Freshman,Biology,819,615,5075,858,153,200,115,76,90,139,154,44,Mobile Payment App,846,102,19,2579,2.800217155266015,Over-Spender
18,Male,Senior,Economics,1268,324,3788,483,339,159,120,55,22,212,173,78,Credit/Debit Card,631,54,20,2172,1.6429652042360061,Saver
18,Female,Senior,Engineering,1486,705,4043,661,178,64,276,80,69,144,115,26,Mobile Payment App,674,118,46,2057,1.282418952618454,Saver
24,Male,Freshman,Computer Science,1005,536,3944,687,262,148,200,138,53,146,194,80,Cash,657,89,33,2398,2.1919561243144425,Balanced
25,Female,Senior,Economics,1205,837,3014,593,183,142,112,77,59,209,145,78,Credit/Debit Card,502,140,19,2007,1.492193308550186,Saver
24,Male,Senior,Engineering,1356,858,5137,747,109,170,153,46,40,131,85,120,Mobile Payment App,856,143,26,2330,1.5543695797198132,Saver
22,Male,Senior,Engineering,817,555,5754,716,382,135,142,21,29,188,183,41,Mobile Payment App,959,92,24,2678,2.946094609460946,Over-Spender
22,Male,Sophomore,Biology,706,75,4080,874,139,183,93,41,47,136,164,109,Cash,680,12,16,2389,3.3272980501392757,Over-Spender
18,Non-binary,Junior,Economics,1102,490,5853,669,230,122,118,41,74,276,69,140,Cash,976,82,20,2617,2.210304054054054,Balanced
22,Male,Sophomore,Engineering,1279,898,3980,471,265,148,77,68,37,132,192,157,Credit/Debit Card,663,150,13,2146,1.5017494751574527,Saver
18,Male,Sophomore,Economics,1457,998,4232,957,375,139,167,141,31,196,35,55,Credit/Debit Card,705,166,28,2662,1.6401725200246458,Saver
21,Female,Freshman,Psychology,1306,37,4943,569,326,100,277,91,85,246,48,79,Cash,824,6,46,2414,1.8399390243902438,Saver
25,Male,Sophomore,Engineering,1309,433,4563,495,309,152,290,84,99,256,37,93,Credit/Debit Card,760,72,48,2333,1.6893555394641564,Saver
19,Male,Freshman,Biology,1482,705,4973,433,294,144,233,149,59,167,130,96,Credit/Debit Card,829,118,39,2340,1.4625,Saver
23,Male,Sophomore,Economics,1468,333,4845,563,107,74,129,119,24,123,98,173,Mobile Payment App,808,56,22,2111,1.3851706036745406,Saver
25,Female,Sophomore,Economics,869,102,3556,544,387,161,158,48,80,163,93,129,Credit/Debit Card,593,17,26,2224,2.510158013544018,Balanced
18,Male,Junior,Economics,886,917,5448,808,155,169,150,24,60,129,127,195,Mobile Payment App,908,153,25,2600,2.502406159769009,Balanced
19,Female,Freshman,Economics,1443,831,4289,511,190,152,108,88,61,178,146,103,Mobile Payment App,715,138,18,2162,1.3674889310562934,Saver
23,Non-binary,Freshman,Biology,766,95,4782,880,254,174,238,50,48,158,157,97,Cash,797,16,40,2655,3.395140664961637,Over-Spender
22,Non-binary,Senior,Biology,1403,31,4595,761,331,179,57,97,67,273,179,56,Cash,766,5,10,2719,1.9311079545454546,Saver
24,Non-binary,Freshman,Engineering,1372,803,4080,432,386,184,50,65,83,248,89,61,Credit/Debit Card,680,134,8,2236,1.4847277556440903,Saver
23,Non-binary,Freshman,Biology,1428,597,5495,816,332,127,271,100,22,93,163,60,Mobile Payment App,916,100,45,2674,1.75,Saver
19,Male,Junior,Biology,1303,60,4515,511,387,179,244,68,100,261,35,154,Cash,752,10,41,2488,1.8948971820258949,Saver
20,Non-binary,Sophomore,Economics,572,823,5879,438,360,72,118,80,45,265,48,30,Credit/Debit Card,980,137,20,2338,3.297602256699577,Over-Spender
23,Non-binary,Junior,Economics,558,194,4648,865,183,60,113,128,38,265,42,167,Credit/Debit Card,775,32,19,2542,4.308474576271187,Over-Spender
23,Female,Junior,Engineering,1049,476,5972,663,116,162,52,110,21,202,86,63,Mobile Payment App,995,79,9,2427,2.151595744680851,Balanced
18,Female,Freshman,Computer Science,923,108,3640,409,384,117,249,76,68,152,86,128,Credit/Debit Card,607,18,42,2069,2.1987247608926674,Balanced
18,Female,Freshman,Engineering,621,35,5779,558,252,109,289,82,51,98,53,100,Cash,963,6,48,2314,3.6905901116427433,Over-Spender
21,Non-binary,Junior,Economics,660,348,5689,731,123,88,89,67,64,186,39,26,Mobile Payment App,948,58,15,2287,3.1852367688022283,Over-Spender
21,Non-binary,Freshman,Biology,528,92,3863,899,127,184,100,21,55,195,125,134,Mobile Payment App,644,15,17,2401,4.421731123388582,Over-Spender
23,Female,Freshman,Psychology,640,618,3719,513,195,144,275,33,63,150,192,90,Mobile Payment App,620,103,46,2046,2.7537012113055184,Over-Spender
18,Female,Senior,Computer Science,1427,573,4307,797,224,161,136,87,59,159,87,20,Mobile Payment App,718,96,23,2335,1.5331582403151673,Saver
18,Male,Sophomore,Computer Science,527,405,4577,532,133,134,292,62,50,164,33,127,Cash,763,68,49,2047,3.4403361344537817,Over-Spender
25,Female,Freshman,Psychology,1295,787,4591,764,358,142,190,121,77,244,75,113,Cash,765,131,32,2691,1.8870967741935485,Saver
23,Female,Sophomore,Economics,1219,491,5149,551,168,126,184,41,67,203,83,35,Cash,858,82,31,2163,1.6625672559569562,Saver
24,Female,Senior,Engineering,959,696,3200,593,318,188,153,150,89,285,54,102,Cash,533,116,26,2338,2.1748837209302327,Balanced
18,Non-binary,Sophomore,Biology,1483,995,3770,569,328,159,103,126,92,284,193,20,Credit/Debit Card,628,166,17,2416,1.465130382049727,Saver
19,Non-binary,Sophomore,Psychology,646,986,5700,857,309,77,88,66,98,174,126,153,Mobile Payment App,950,164,15,2825,3.4876543209876543,Over-Spender
23,Male,Senior,Biology,818,353,5174,662,222,160,194,28,98,193,177,166,Credit/Debit Card,862,59,32,2600,2.9646522234891677,Over-Spender
18,Male,Senior,Engineering,1268,598,3398,483,304,119,168,34,95,261,107,172,Credit/Debit Card,566,100,28,2169,1.5855263157894737,Saver
22,Non-binary,Freshman,Biology,563,345,4713,953,249,181,128,54,54,273,40,122,Mobile Payment App,786,58,21,2733,4.400966183574879,Over-Spender
21,Male,Freshman,Psychology,1253,464,5096,404,278,178,235,58,69,89,161,101,Credit/Debit Card,849,77,39,2226,1.6736842105263159,Saver
18,Non-binary,Sophomore,Engineering,791,739,5601,628,269,116,102,55,58,179,66,136,Cash,934,123,17,2458,2.6892778993435447,Over-Spender
22,Non-binary,Sophomore,Psychology,847,964,3374,999,375,165,172,44,51,180,30,125,Cash,562,161,29,2560,2.5396825396825395,Balanced
24,Male,Junior,Economics,668,36,5962,635,280,166,176,112,83,191,115,41,Mobile Payment App,994,6,29,2646,3.9258160237388724,Over-Spender
24,Male,Freshman,Computer Science,1022,883,3174,832,121,137,142,54,65,93,47,170,Cash,529,147,24,2072,1.7724550898203593,Balanced
20,Non-binary,Senior,Economics,725,704,3181,440,363,85,219,24,73,189,190,33,Cash,530,117,36,1963,2.331353919239905,Balanced
24,Non-binary,Junior,Biology,733,144,3556,427,214,71,212,136,73,296,157,157,Credit/Debit Card,593,24,35,2159,2.8520475561426686,Over-Spender
18,Non-binary,Freshman,Engineering,684,745,4569,884,322,140,265,20,99,201,132,164,Mobile Payment App,762,124,44,2768,3.4257425742574257,Over-Spender
20,Male,Senior,Psychology,604,494,3326,622,216,141,54,90,98,268,56,137,Mobile Payment App,554,82,9,2191,3.193877551020408,Over-Spender
23,Male,Sophomore,Engineering,1346,83,5626,799,120,125,292,140,47,62,35,74,Mobile Payment App,938,14,49,2389,1.7566176470588235,Saver
23,Non-binary,Junior,Biology,1464,750,3907,493,364,61,170,93,23,88,113,191,Credit/Debit Card,651,125,28,2105,1.3247325361862807,Saver
18,Male,Sophomore,Psychology,1258,333,5189,537,370,195,195,84,57,126,125,71,Cash,865,56,32,2462,1.873668188736682,Saver
22,Male,Freshman,Economics,925,476,3755,718,227,80,173,70,88,185,35,43,Cash,626,79,29,2101,2.0926294820717133,Balanced
18,Male,Sophomore,Computer Science,927,880,5715,748,217,146,227,97,46,220,162,38,Mobile Payment App,952,147,38,2664,2.4804469273743015,Balanced
20,Non-binary,Freshman,Engineering,1230,967,3784,430,216,55,247,74,90,171,52,162,Mobile Payment App,631,161,41,1922,1.3817397555715312,Saver
23,Non-binary,Freshman,Psychology,1437,777,5522,852,375,99,55,150,21,195,53,68,Credit/Debit Card,920,130,9,2742,1.7498404594767072,Saver
21,Female,Sophomore,Computer Science,989,158,3913,919,377,159,152,115,40,299,58,176,Credit/Debit Card,652,26,25,2820,2.7783251231527095,Balanced
19,Male,Senior,Biology,910,724,5884,422,365,164,294,146,34,258,152,24,Cash,981,121,49,2595,2.5169738118331715,Balanced
18,Male,Freshman,Computer Science,1323,441,3373,701,369,60,235,44,78,276,38,139,Cash,562,74,39,2306,1.6506800286327845,Saver
20,Female,Sophomore,Engineering,668,33,4067,453,243,84,283,132,72,294,50,99,Mobile Payment App,678,6,47,2152,3.192878338278932,Over-Spender
25,Female,Senior,Biology,1004,465,5665,835,126,179,297,23,52,238,79,104,Credit/Debit Card,944,78,50,2630,2.430683918669131,Balanced
21,Female,Junior,Economics,1415,561,3083,967,347,114,175,100,30,166,162,120,Credit/Debit Card,514,94,29,2549,1.689198144466534,Saver
18,Male,Freshman,Engineering,948,739,3799,812,344,111,205,139,94,249,107,43,Credit/Debit Card,633,123,34,2566,2.395891690009337,Balanced
21,Non-binary,Junior,Biology,1010,248,3146,972,356,170,60,67,54,77,124,100,Mobile Payment App,524,41,10,2454,2.334919124643197,Balanced
19,Female,Sophomore,Biology,873,549,3887,423,111,120,166,116,68,255,137,30,Credit/Debit Card,648,92,28,1936,2.0062176165803107,Balanced
19,Female,Sophomore,Computer Science,921,148,4073,677,212,78,173,52,33,141,161,69,Cash,679,25,29,2131,2.2526427061310783,Balanced
19,Female,Freshman,Engineering,1459,285,4511,619,299,145,295,96,71,95,35,170,Mobile Payment App,752,48,49,2331,1.546781685467817,Saver
25,Male,Freshman,Biology,672,213,3980,420,362,64,290,131,53,201,102,83,Credit/Debit Card,663,36,48,2127,3.0042372881355934,Over-Spender
23,Non-binary,Senior,Engineering,1461,299,4335,500,120,65,112,83,41,83,54,107,Mobile Payment App,722,50,19,1794,1.187293183322303,Saver
24,Male,Senior,Psychology,1492,644,4495,468,234,76,205,58,80,159,157,66,Credit/Debit Card,749,107,34,2081,1.3014383989993745,Saver
19,Male,Senior,Computer Science,627,995,5863,937,188,177,155,137,97,117,172,180,Cash,977,166,26,3008,3.7931904161412358,Over-Spender
23,Male,Freshman,Computer Science,961,87,5819,781,393,56,155,64,86,146,63,48,Mobile Payment App,970,14,26,2633,2.7005128205128206,Balanced
22,Male,Senior,Engineering,954,134,3455,664,332,183,227,36,69,180,45,68,Credit/Debit Card,576,22,38,2191,2.244877049180328,Balanced
20,Non-binary,Junior,Biology,1486,958,5843,757,119,135,72,114,47,82,93,136,Mobile Payment App,974,160,12,2469,1.5,Saver
24,Female,Freshman,Psychology,1331,681,5918,949,335,125,258,94,94,171,34,127,Mobile Payment App,986,114,43,2958,2.0470588235294116,Saver
21,Female,Senior,Computer Science,551,492,3257,930,335,59,61,41,60,59,146,151,Cash,543,82,10,2334,3.6872037914691944,Over-Spender
18,Non-binary,Senior,Biology,1352,475,5868,718,264,196,151,114,26,244,65,57,Credit/Debit Card,978,79,25,2687,1.8777078965758212,Saver
22,Female,Senior,Engineering,1437,204,3820,497,319,161,217,23,81,67,125,149,Mobile Payment App,637,34,36,2095,1.424201223657376,Saver
25,Non-binary,Sophomore,Biology,1146,504,4965,707,295,127,114,97,30,141,63,24,Mobile Payment App,828,84,19,2331,1.895121951219512,Balanced
21,Male,Freshman,Biology,1341,899,3133,850,364,183,262,129,26,188,94,130,Credit/Debit Card,522,150,44,2530,1.6968477531857813,Saver
25,Female,Sophomore,Biology,1331,227,5479,750,155,184,88,87,72,87,157,53,Mobile Payment App,913,38,15,2473,1.806428049671293,Saver
25,Male,Freshman,Computer Science,1195,845,3900,624,258,183,178,122,91,271,53,94,Mobile Payment App,650,141,30,2376,1.778443113772455,Saver
24,Non-binary,Sophomore,Psychology,1247,269,5692,638,158,196,190,92,88,174,100,68,Cash,949,45,32,2495,1.9311145510835914,Saver
25,Female,Senior,Biology,663,798,5418,420,389,97,282,144,84,149,123,167,Cash,903,133,47,2523,3.169597989949749,Over-Spender
23,Female,Senior,Engineering,861,776,4227,924,143,190,208,114,82,119,172,71,Credit/Debit Card,704,129,35,2554,2.5797979797979798,Balanced
23,Male,Senior,Economics,568,340,3025,620,300,92,233,75,52,296,191,109,Credit/Debit Card,504,57,39,2278,3.6448,Over-Spender
20,Female,Senior,Psychology,802,254,4626,568,179,64,265,124,51,117,158,123,Credit/Debit Card,771,42,44,2199,2.6054502369668247,Over-Spender
24,Male,Freshman,Economics,821,414,5858,719,174,133,52,76,65,142,66,39,Cash,976,69,9,2399,2.695505617977528,Over-Spender
19,Female,Freshman,Computer Science,1009,770,4354,511,300,189,156,150,54,270,146,46,Credit/Debit Card,726,128,26,2418,2.1266490765171504,Balanced
19,Non-binary,Junior,Computer Science,526,633,3093,940,215,109,54,31,80,193,192,42,Mobile Payment App,516,106,9,2327,3.6819620253164556,Over-Spender
22,Female,Junior,Computer Science,502,755,3717,473,153,54,53,92,50,290,144,70,Mobile Payment App,620,126,9,1955,3.1130573248407645,Over-Spender
19,Non-binary,Freshman,Biology,860,550,5703,503,203,171,117,29,31,87,82,196,Mobile Payment App,950,92,20,2272,2.3865546218487395,Balanced
18,Non-binary,Junior,Economics,1420,576,5141,835,168,102,277,57,47,260,86,196,Cash,857,96,46,2654,1.7506596306068603,Saver
21,Female,Senior,Computer Science,540,931,4582,651,221,135,100,21,39,75,72,183,Mobile Payment App,764,155,17,2178,3.1338129496402876,Over-Spender
25,Non-binary,Freshman,Psychology,737,995,4234,562,288,62,293,103,89,281,31,162,Mobile Payment App,706,166,49,2333,2.583610188261351,Over-Spender
22,Non-binary,Freshman,Psychology,503,57,3138,843,276,177,175,37,26,258,105,165,Cash,523,10,29,2439,4.754385964912281,Over-Spender
22,Female,Freshman,Computer Science,673,972,5357,828,279,95,298,97,21,154,34,162,Mobile Payment App,893,162,50,2613,3.1293413173652693,Over-Spender
25,Female,Freshman,Psychology,681,115,5355,848,209,118,51,112,83,240,188,172,Cash,892,19,8,2870,4.1,Over-Spender
22,Male,Freshman,Computer Science,1356,766,5387,599,347,200,238,77,65,190,72,196,Mobile Payment App,898,128,40,2684,1.8086253369272238,Saver
25,Female,Sophomore,Computer Science,1062,390,3394,946,298,117,191,116,36,102,73,159,Credit/Debit Card,566,65,32,2445,2.1694764862466727,Balanced
18,Male,Sophomore,Economics,1399,653,3413,703,157,182,67,41,81,108,154,28,Cash,569,109,11,2034,1.3488063660477454,Saver
19,Female,Junior,Engineering,1402,705,3268,715,305,134,87,100,100,228,103,144,Cash,545,118,14,2388,1.5710526315789475,Saver
24,Non-binary,Sophomore,Engineering,1184,260,5610,490,376,168,183,102,73,183,85,123,Cash,935,43,30,2565,2.0904645476772616,Balanced
21,Male,Senior,Economics,743,351,3735,746,305,51,201,55,74,284,117,91,Cash,622,58,34,2379,2.9700374531835205,Over-Spender
25,Male,Sophomore,Biology,1384,490,3253,462,286,158,240,90,24,296,191,115,Mobile Payment App,542,82,40,2204,1.5034106412005457,Saver
20,Male,Junior,Biology,997,641,4000,589,167,130,142,24,70,179,130,57,Credit/Debit Card,667,107,24,2037,1.8451086956521738,Balanced
24,Male,Senior,Engineering,618,109,4178,626,335,118,184,22,75,139,85,65,Credit/Debit Card,696,18,31,2192,3.4465408805031448,Over-Spender
25,Female,Junior,Psychology,1320,498,5329,559,236,122,262,95,61,164,108,65,Cash,888,83,44,2342,1.66928011404134,Saver
25,Male,Sophomore,Computer Science,959,522,4611,402,369,67,162,106,24,141,45,87,Cash,768,87,27,2036,1.9464627151051626,Balanced
20,Non-binary,Junior,Psychology,950,656,4369,916,207,97,90,42,78,284,75,48,Mobile Payment App,728,109,15,2490,2.3512747875354107,Balanced
24,Non-binary,Senior,Economics,1286,456,5916,973,263,60,108,115,22,116,63,168,Credit/Debit Card,986,76,18,2784,2.0440528634361232,Saver
19,Non-binary,Freshman,Computer Science,893,312,4417,981,156,141,240,125,59,161,118,26,Cash,736,52,40,2543,2.691005291005291,Balanced
18,Female,Freshman,Psychology,1126,891,4242,624,182,100,136,86,66,243,83,30,Cash,707,148,23,2144,1.682888540031397,Saver
22,Male,Sophomore,Biology,679,481,5466,674,180,152,147,133,58,67,130,159,Mobile Payment App,911,80,24,2488,3.2779973649538867,Over-Spender
25,Male,Freshman,Psychology,803,201,5914,859,143,173,143,142,96,170,103,30,Credit/Debit Card,986,34,24,2726,3.2568697729988054,Over-Spender
18,Female,Senior,Biology,664,115,3692,963,213,70,230,150,74,199,167,113,Credit/Debit Card,615,19,38,2602,3.8096632503660324,Over-Spender
18,Male,Senior,Computer Science,1500,777,5326,772,298,182,173,112,66,170,41,103,Cash,888,130,29,2661,1.6325153374233128,Saver
22,Male,Junior,Psychology,1005,777,5596,865,158,56,113,102,71,249,148,196,Credit/Debit Card,933,130,19,2797,2.46431718061674,Balanced
22,Female,Sophomore,Biology,883,640,5515,751,243,168,240,138,20,102,55,93,Credit/Debit Card,919,107,40,2529,2.5545454545454547,Balanced
18,Non-binary,Freshman,Biology,1428,327,5183,822,118,184,209,27,50,212,89,129,Cash,864,54,35,2530,1.7071524966261808,Saver
21,Non-binary,Sophomore,Economics,906,449,3883,713,338,126,300,86,46,55,64,122,Cash,647,75,50,2247,2.290519877675841,Balanced
18,Non-binary,Freshman,Computer Science,991,836,3317,518,315,98,82,139,94,130,145,151,Cash,553,139,14,2157,1.9088495575221238,Balanced
23,Female,Freshman,Engineering,1246,754,5420,504,372,107,222,104,31,163,116,182,Mobile Payment App,903,126,37,2519,1.83600583090379,Saver
22,Female,Freshman,Biology,1273,10,4229,887,168,197,134,140,60,236,95,136,Credit/Debit Card,705,2,22,2646,2.0752941176470587,Balanced
22,Male,Junior,Psychology,880,184,4706,415,105,182,266,58,68,277,176,36,Credit/Debit Card,784,31,44,2145,2.354555433589462,Balanced
24,Non-binary,Junior,Computer Science,1356,328,5658,901,369,156,284,114,76,145,119,102,Credit/Debit Card,943,55,47,2972,2.1063075832742735,Saver
23,Female,Junior,Economics,916,927,5244,411,249,157,173,69,71,255,83,189,Credit/Debit Card,874,154,29,2387,2.230841121495327,Balanced
18,Non-binary,Freshman,Economics,1059,668,3940,836,175,131,168,30,81,215,178,31,Credit/Debit Card,657,111,28,2362,2.0188034188034187,Balanced
24,Female,Junior,Psychology,941,203,3048,617,214,113,233,109,49,266,73,176,Credit/Debit Card,508,34,39,2164,2.2194871794871793,Balanced
24,Male,Senior,Psychology,764,521,4504,828,142,117,163,73,32,299,51,51,Mobile Payment App,751,87,27,2371,2.7861339600470036,Over-Spender
25,Non-binary,Sophomore,Economics,983,670,4654,613,246,126,255,146,20,59,155,197,Cash,776,112,42,2380,2.17351598173516,Balanced
18,Non-binary,Senior,Biology,1295,263,4502,647,112,137,172,106,88,108,42,32,Mobile Payment App,750,44,29,2051,1.5317401045556385,Saver
22,Female,Sophomore,Computer Science,1301,883,4856,519,141,57,99,76,70,60,116,199,Cash,809,147,16,2063,1.4247237569060773,Saver
22,Non-binary,Junior,Biology,829,369,5246,702,146,88,286,144,37,268,85,191,Cash,874,62,48,2583,2.898989898989899,Over-Spender
22,Non-binary,Sophomore,Psychology,1296,1,4574,759,147,143,56,128,72,202,49,190,Credit/Debit Card,762,0,9,2461,1.8989197530864197,Saver
21,Male,Freshman,Biology,1278,506,3566,513,360,81,145,48,70,252,94,140,Credit/Debit Card,594,84,24,2176,1.5976505139500734,Saver
18,Female,Senior,Biology,725,148,4782,643,169,164,59,137,76,207,189,42,Credit/Debit Card,797,25,10,2434,3.2453333333333334,Over-Spender
20,Male,Senior,Biology,525,41,4603,889,187,85,118,24,85,75,158,108,Cash,767,7,20,2398,4.507518796992481,Over-Spender
25,Non-binary,Junior,Biology,1006,293,3397,583,167,74,195,22,75,77,174,107,Mobile Payment App,566,49,32,1877,1.7791469194312797,Balanced
20,Male,Sophomore,Biology,872,661,5328,470,220,167,249,122,47,152,51,128,Mobile Payment App,888,110,42,2287,2.3289205702647657,Balanced
20,Non-binary,Senior,Engineering,549,302,5909,409,270,66,117,61,75,278,132,30,Credit/Debit Card,985,50,20,2326,3.8831385642737897,Over-Spender
20,Non-binary,Junior,Engineering,885,380,5717,726,135,60,60,69,27,127,87,179,Cash,953,63,10,2373,2.5031645569620253,Balanced
19,Female,Senior,Computer Science,1197,772,4227,695,180,91,104,106,31,177,48,21,Mobile Payment App,704,129,17,2070,1.5610859728506787,Saver
25,Male,Senior,Psychology,539,429,5598,869,209,71,106,116,41,120,149,36,Cash,933,72,18,2562,4.1931260229132565,Over-Spender
22,Male,Sophomore,Computer Science,804,911,3810,577,291,167,294,64,64,266,134,137,Cash,635,152,49,2384,2.493723849372385,Balanced
25,Non-binary,Sophomore,Economics,1109,289,3324,946,359,123,272,88,27,141,107,125,Mobile Payment App,554,48,45,2515,2.173725151253241,Balanced
25,Female,Senior,Computer Science,1126,771,3126,823,374,125,215,90,77,242,112,99,Credit/Debit Card,521,128,36,2499,1.992822966507177,Balanced
22,Non-binary,Junior,Economics,849,229,5145,830,364,113,118,60,35,237,175,192,Cash,858,38,20,2884,3.2514092446448704,Over-Spender
23,Non-binary,Sophomore,Psychology,503,158,4627,696,361,121,136,141,60,95,139,72,Credit/Debit Card,771,26,23,2479,4.686200378071834,Over-Spender
20,Male,Senior,Biology,1293,449,3734,913,324,149,134,103,86,288,131,120,Mobile Payment App,622,75,22,2758,2.0160818713450293,Saver
20,Male,Junior,Biology,903,96,4215,502,294,77,160,96,23,87,161,73,Credit/Debit Card,702,16,27,2042,2.2219804134929273,Balanced
23,Non-binary,Junior,Psychology,1149,685,5510,503,308,171,206,144,82,109,196,60,Credit/Debit Card,918,114,34,2525,1.9992082343626287,Balanced
20,Non-binary,Freshman,Biology,1363,536,3639,536,132,137,231,107,91,208,185,72,Mobile Payment App,606,89,38,2112,1.4545454545454546,Saver
19,Non-binary,Junior,Engineering,1056,959,4665,593,100,157,214,113,50,286,87,200,Cash,778,160,36,2400,1.9736842105263157,Balanced
18,Male,Senior,Engineering,1245,80,3063,836,397,136,89,110,29,155,59,186,Mobile Payment App,510,13,15,2433,1.9340222575516692,Balanced
25,Female,Senior,Computer Science,1149,387,5744,849,301,112,162,141,74,89,107,108,Mobile Payment App,957,64,27,2765,2.279472382522671,Balanced
19,Female,Freshman,Psychology,1226,798,4066,494,350,192,159,34,52,226,136,62,Cash,678,133,26,2250,1.6556291390728477,Saver
22,Non-binary,Freshman,Engineering,965,387,3983,466,205,191,116,65,61,192,96,188,Mobile Payment App,664,64,19,2147,2.086491739552964,Balanced
21,Male,Freshman,Engineering,1338,889,4956,658,179,79,151,116,30,116,191,24,Credit/Debit Card,826,148,25,2244,1.5100942126514132,Saver
20,Male,Senior,Engineering,1414,811,5141,752,186,139,170,64,46,148,31,96,Credit/Debit Card,857,135,28,2347,1.5151710781149128,Saver
24,Non-binary,Junior,Psychology,1232,648,5249,485,248,52,64,94,75,280,48,46,Mobile Payment App,875,108,11,2214,1.6522388059701492,Saver
18,Male,Freshman,Engineering,528,612,4015,477,286,87,93,29,76,292,175,65,Cash,669,102,16,2172,3.447619047619048,Over-Spender
22,Male,Sophomore,Computer Science,1377,500,4846,482,335,133,87,33,57,161,82,98,Credit/Debit Card,808,83,14,2203,1.5089041095890412,Saver
23,Non-binary,Freshman,Computer Science,1078,857,4983,887,248,152,211,52,24,180,106,130,Credit/Debit Card,830,143,35,2644,2.1654381654381654,Balanced
20,Male,Sophomore,Computer Science,766,926,5019,898,226,60,174,86,22,188,147,111,Cash,836,154,29,2603,2.8293478260869565,Over-Spender
22,Non-binary,Senior,Engineering,1289,253,4960,529,229,59,182,35,64,96,123,77,Credit/Debit Card,827,42,30,2069,1.5544703230653645,Saver
21,Male,Sophomore,Economics,887,825,4948,731,309,194,60,109,86,126,177,140,Cash,825,138,10,2707,2.6409756097560977,Balanced
18,Male,Sophomore,Biology,1040,721,3004,919,206,81,197,48,60,159,132,70,Cash,501,120,33,2209,1.9043103448275862,Balanced
21,Female,Senior,Engineering,940,973,5912,951,352,108,62,62,70,249,98,150,Credit/Debit Card,985,162,10,3035,2.7540834845735027,Balanced
25,Male,Sophomore,Biology,895,924,5734,489,157,94,92,21,23,261,57,113,Mobile Payment App,956,154,15,2186,2.0838894184938037,Balanced
25,Male,Sophomore,Psychology,1113,378,3901,533,201,133,156,146,61,144,81,87,Credit/Debit Card,650,63,26,2062,1.7534013605442176,Balanced
24,Non-binary,Freshman,Biology,982,563,5027,830,264,126,213,52,62,296,157,54,Cash,838,94,36,2715,2.5232342007434942,Balanced
22,Male,Freshman,Psychology,1401,392,5008,769,331,149,280,38,33,100,150,167,Credit/Debit Card,835,65,47,2619,1.786493860845839,Saver
18,Male,Sophomore,Psychology,772,72,5891,765,359,133,51,23,61,250,128,171,Mobile Payment App,982,12,8,2880,3.673469387755102,Over-Spender
20,Male,Senior,Economics,912,387,3866,487,261,199,225,115,34,184,197,144,Credit/Debit Card,644,64,38,2303,2.3596311475409837,Balanced
23,Female,Sophomore,Economics,946,859,5240,409,380,179,148,81,59,101,139,96,Cash,873,143,25,2342,2.150596877869605,Balanced
23,Non-binary,Junior,Biology,834,858,4874,565,127,102,216,119,93,143,144,82,Mobile Payment App,812,143,36,2223,2.2753326509723646,Balanced
24,Male,Freshman,Psychology,695,457,3265,438,340,77,109,63,24,201,137,82,Cash,544,76,18,1924,2.495460440985733,Over-Spender
